artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
BTS,dope,4C84QmSqZp40VxWnRcMAJP,0.0318,0.56,0.892,0.657,2.82e-06,10.0,0.0,0.455,0.293,4.0,153.951,-2.79,eng translation time bts ayo ladies gentleman ready start yeah guy style style night day play club surprised listen day feel feel kinda sick sick sick sick smell sweat studio dance answer weak loser crybaby idiot cuz sick hope hahaok sick head toe sick day live sickly studio youth rot success girl scream louder ringi night day play club guy wan wan yesmake noise body burn night night sick reject rejection follow sick reject rejection slave follow sick sampo generation ohpo generation beef jerky yookpo generation medium adult willpower condemn stock kill enemy enemy enemy hang head accept energy energy energy lonely dawn pretty day bit hope yeah wake sleep youth goi night day play club guy wan wan yesmake noise body burn night night sick reject rejection follow sick reject rejection slave follow sick bangtan style lie wack job day hustle life babythis bangtan style lie wack job day hustle life kinda sick sick romanization eoseo wa bangtaneun cheoeumiji ayo ladies gentleman junbiga dwaessdamyeon bureulge yeah ttan nyeoseokdeulgwaneun dareuge nae seutaillo nae nae nae nae seutaillo eo bamsae ilhaessji everyday niga keulleobeseo nol ttae yeah nollaji malgo deureo maeil feel feel nan jom jjeoreo jjeoreo jjeoreo jjeoreo uri yeonseupsil ttamnae bwa jjeoreong jjeoreong jjeoreonghan nae chumi daphae modu bisiri jjijiri jjingjjingi ttilttirideul narangeun sanggwani eopseo cuz nan huimangi jjeoreo haha urin meoributeo balkkeutkkaji jeonbu jjeo jjeoreo haruui jeolbaneul jageobe jjeo jjeoreo jageopsire jjeoreo sareo cheongchuneun sseogeogado deokbune moro gado dallineun seonggonggado sonyeodeura deo keuge sorijilleo jjeo jjeoreong bamsae ilhaessji everyday niga keulleobeseo nol ttae yeah ttan nyeoseokdeulgwaneun dareuge wan wan sorichyeobwa momi tabeoridorok night night jjeoreo geobuneun geobuhae nan wonrae neomuhae modu ttara hae jjeoreo geobuneun geobuhae jeonbu naui noye modu ttara hae jjeoreo posedae posedae geureom nan yukpoga joheunikka posedae eonrongwa eoreundeureun uijiga eopsdamyeo uril ssak jusikcheoreom maedohae wae haebogido jeone jugyeo gyaenen enemy enemy enemy wae beolsseobuteo gogaereul sugyeo bada energy energy energy jeoldae pogi lonely neowa nae saebyeogeun najboda yeppeo bit hope yeah jamdeun cheongchuneul kkaewo bamsae ilhaessji everyday niga keulleobeseo nol ttae yeah ttan nyeoseokdeulgwaneun dareuge wan wan sorichyeobwa momi tabeoridorok night night jjeoreo geobuneun geobuhae nan wonrae neomuhae modu ttara hae jjeoreo geobuneun geobuhae jeonbu naui noye modu ttara hae jjeoreo ireon bangtan seutail geojismal wackdeulgwaneun dalla maeiri hustle life baby ireon bangtan seutail geojismal wackdeulgwaneun dalla maeiri hustle life nan jom jjeoreo jjeoreo
Galactic Cowboys,just like me,12zEYZTGfpE1VmV41Gfk8g,1.7199999999999998e-05,0.265,0.878,0.18600000000000005,0.00157,7.0,1.0,0.165,0.038,4.0,98.341,-7.879,lip lover endless source milk honey flow mind people word speak regular guy occasional lie hide eye servant wait hand foot smile jackal feast fat reward regular guy occasional lie hide checker cut slack feel pain lost friend focus negative life handy cover crime mom daddy love love
Affiance,monuments fail,785byRJGausGf7q06Snudp,4.71e-06,0.268,0.932,0.35200000000000004,5.04e-06,11.0,1.0,0.314,0.13699999999999998,4.0,200.005,-4.407,tower crumble monument build harder dig deep soul darkness live recognize ignore path pave fallen hero destroy life day lifetime hero dig deep soul temptation recognize ignore path pave fallen hero destroy life day lifetime hero messenger fall legacy live hear strong idol fall ignore path pave fallen hero destroy life day lifetime hero
Amanda Palmer,berlin,35Qap1oaPrRAZymOblIlgo,0.961,0.539,0.116,0.0405,0.00867,9.0,1.0,0.112,0.0517,3.0,111.892,-12.15,bicycle chain fence plenty offer win ride pedal miracle miracle laugh speed red light berlin space brain heart collide convince practical hide laugh bellhop hysterical hysterical bag dress butcher knife berlin ugly sober auction crimson clover ronny leave light curtain read gon fighting bent watch gon rent option worth cramp style sit bite lip listen bored pay fortune ignore goodness heart assembly broken heart suppose strip sell hard assembly broken heart suppose strip sell bicycle chain fence plenty offer win ride pedal miracle miracle laugh speed red light
The Brand New Heavies,sometimes - live in london,7qGs5y9SjrEbzDgZCCImDC,0.123,0.59,0.804,0.412,0.0,2.0,0.0,0.95,0.21,4.0,107.346,-5.238,talk revolution change mind constitution realize wrong trouble favorite game yeah break heart clever hurt playing comin feel nothin happy time feel happiness yeah cha lookin transformation bring change love brand situation feel comin yeah feel callin loud lovin rewardin yeah happy time feel happiness happy time feel happiness yeah
Garbage,silence is golden,4GiiTWWenXgyHCuBEsRHDL,0.00183,0.381,0.851,0.391,9.75e-05,11.0,0.0,0.373,0.0445,3.0,106.25,-6.124,silent real speak hear wear mask hide silence golden break safe skin win raise voice hurt feel win touch truth speak lie hide silence golden safe skin win hear speak understand hear voice hold hand understand win listen body temple simple silence golden break steal safe skin
Devastation,souls of sacrifice,3LzEjOY8z8wfms4hW97v1k,1e-05,0.353,0.8220000000000001,0.2,0.532,11.0,1.0,0.146,0.11,4.0,113.429,-12.772,soul black life hatred scorn darkness dwell deep mind blasphemous lie blood double edge sword deny cross mock lord evil life meet hate despair live weak perish strong survive seek death torment suicide satan evil live sacrilege foolish brimstone eternally rot worship satan prepare eternally black soul sacrifice worship satan prepare eternally black soul sacrifice walk gate flame god prevail soul black life hatred scorn darkness dwell deep mind blasphemous lie blood double edge sword deny cross mock lord evil life hate despair live weak perish strong survive
Diplo,techno (feat. waka flocka flame),0EIPUnOYJQujsqoezHkFtN,0.00505,0.6679999999999999,0.911,0.655,0.000126,4.0,0.0,0.327,0.0593,4.0,150.03,-4.157,plug white boy sell kush white boy plug white boy sell kush white boy yeah trap techno yeah trap techno yeah trap techno yeah trap techno party jump party jump party jump party jump jump jump jump jump trap techno club jump jumping jack spend money burn oven rack club pack love lady baby fucking club molly girl geeke white girl club molly girl geeke white girl yeah trap techno yeah trap techno yeah trap techno yeah trap techno party jump party jump party jump party jump jump jump jump jump trap techno
Dwarves,let's get pregnant (toolin'),399MjrSWsVERUkUkYL2N8y,3.1e-05,0.14,0.956,0.495,0.7070000000000001,2.0,1.0,0.141,0.0631,3.0,153.838,-1.395,pregnant hope deathtrip hope baby welfare
Derek Wise,had to wake up,3Tnv2cGr4GFpbIOzBl2507,0.0278,0.851,0.409,0.452,0.00014099999999999998,1.0,1.0,0.177,0.067,4.0,130.013,-9.75,wake cut friend ridin nigga benz wake cut bitch ridin sentence wake beat charge juggin block starburst
Ace Hood,brothers keeper,2pTBwabGYC8lJggx8ux7Su,0.0226,0.705,0.5660000000000001,0.0595,0.0,1.0,1.0,0.0994,0.09,4.0,127.052,-5.547999999999999,hook brother keeper brother keeper shalt cross jesus shalt testify people shalt speak god family brother keeper brother keeper verse pledge allegiance brother keeper death depart weed loud bullshit disregard money dog fuck niggas cuz gangsta party mama trust niggas cus jealous jail dawg tellin lord lookin real niggas receive choppa team dirty money bitch clean listerine fake real eye eye niggas ride niggas certify trill niggas recognize hah hook brother keeper brother keeper shalt cross jesus shalt testify people shalt speak god family brother keeper brother keeper verse friend kill bout porch bag coke indigo mad fuck hammer close roll cus cold livin goddamne bury nigas town downtown plottin plenty real nigga real shit win understand wall niggas break law blue sedan tool hand comin talk word homie niggas ride niggas safe haitian boy drive
Average White Band,put it where you want it,2FoJqb88WkmiNCCKtTtp7e,0.0101,0.7170000000000001,0.5660000000000001,0.585,0.0057,7.0,0.0,0.989,0.0807,4.0,124.725,-9.407,win time bring love bring honey win disappear lie lie share love share time share hard win love lose search wide love hard win time bring love bring honey win disappear guess guy
FM Static,hold me twice,1i79f6Qc5xraj2r8kXrzKo,0.0031,0.53,0.921,0.7020000000000001,0.0,11.0,1.0,0.0708,0.0755,4.0,94.957,-6.396,hallway bet notice loser starin shoe nothin runway flight cross finger airline pick pace gettin nervous bad walkin slowly movin closer write letter week surprise reply hold hold star tonight hold reply letter write meet gym class forget hall pass send office notice movin parent hick town mile playground remember awhile day paint picture time pass locker remember time talk tired tired
Bleeker Ridge,easier today,7yZLUMwVfzWoyMexjIkl5e,5.83e-06,0.311,0.898,0.47,0.0149,8.0,1.0,0.35100000000000003,0.0744,4.0,185.878,-3.881,easy verse throw life life start wake bridge voice chorus easy scream scream stay hard leave easy job yeah school yeah choice yeah time stand stand bridge chorus easy chorus easy
Exodus,hammer and life,1HO27oL6Kt4qVG3AcOp0vE,0.000476,0.466,0.976,0.471,0.0225,10.0,0.0,0.35,0.104,4.0,95.008,-5.004,bear harder bring hammer metaphor live steel blade reason live life afraid chorus hammer symbol banner wave motto creed carve grave life live knife coat arm hammer life fear cowardice harbinger demise strength fight lead prize glory conquer honor hammer depend chorus
Atlanta Rhythm Section,so into you,5p9upFExExTgMcZ2hxe0KP,0.0678,0.555,0.438,0.9,0.0335,5.0,0.0,0.109,0.0266,4.0,81.805,-14.481,walk voodoo vibe capture style catch eye stand helplessly hope gon head toe whoo hoo hoo hoo walk voodoo vibe capture style catch eye stand helplessly hope baby baby love listen baby drive crazy ooh love
The Derek Trucks Band,already free - live,6rTO1l6wPlibrTDTJUYjg2,0.42,0.471,0.5820000000000001,0.261,0.856,4.0,1.0,0.767,0.0475,4.0,103.864,-9.829,father child father child train bind runnin wild father child pass pass comin shadow time pass pass pass goin christmas devil
Addison Road,show me life,19egOypDw7APsgZURINIg6,0.00239,0.52,0.77,0.403,0.0,0.0,1.0,0.165,0.0351,4.0,124.048,-5.056,goin packin live life thinkin gon leave tonight chorus life wan feel alive love beautiful true change life yeah yeah yeah aah fall arm eye road lead heart chorus life wan feel alive love beautiful true change life iiiife goin packin fall arm chorus life wan feel alive love beautiful true change life wan feel alive love beautiful true change life life yeah yeah yeah aah yeah yeah aah yeah yeah aah iife
Gloria Nuti,mia,3dBKXYHrZAVBafcBH5yhvx,0.0238,0.711,0.677,0.805,0.0,2.0,1.0,0.11,0.0335,4.0,129.905,-7.064,mia glorianuti mia mia mia mia mia mia mia mia mia cuore trafitto dal dolore adesso basta mia mia mia mia mia mia resposabilit mia mia lincertezza nellamore tristezza che prova imbrunire ricerca della pace duratura mia mia responsabilit mia mia autostrada che percorro mia sedia nell ingresso dottore imbiancatura muretto comune mia mia responsabilit mia mia mia mia liberta inclusa dentro dialogare mia mia mia mia mia mia responsabilit maschilismo gratuito dilaga donna emancipata che ancora paga questo spirito bisogno di nutrirsi mia mia responsabilit mia mia mia mia saggezza tarda sempre arrivare mia mia mia mia responsabilit cosa piu importante che pace mondo arancio oro della triglia nel tramonto mediterranea che nuota senza tempo mia mia prateria sentimento mia mia responsabilit mia pianta dell amore coltivata federica che tradisce sua amica luna piena diffonde sul pianeta mia mia responsabilita cosa piu importante che pace mondo heart pierce pain responsibility uncertainty love sadness feel dusk nightfall search peace responsibility road seat doctor doorway whitewashed wall town hall responsibility freedom dialogue responsibility gratuitous chauvinism spread emancipate woman continue pay spirit feed responsibility wisdom late responsibility peace mediterranean golden mullet fish sunrise swimming timeless grassland emotion responsibility plant love sow frederica betray friend moon sink planet responsibility peace italy white wall town hall symbolic wall cover scrawling wall town hall paint clean white blank canva kid clean person deface gloria triglia mediterranea dal colore arancio oro che nuota nel tramonto senza meta orange gold mediterranean mullet swim aimlessly sunrise
Black Veil Brides,god bless you,1ckZuGjDwircjK8dOmyNcn,0.000105,0.532,0.933,0.522,0.0432,1.0,0.0,0.21,0.0728,4.0,124.964,-4.1110000000000015,leave leave love erase love burn ashe scorn leave break lie time goodbye god bless god bless fade memory curtain sympathy time watch fall love leave break lie time goodbye god bless god bless god bless god bless god bless leave break lie time goodbye god bless leave break lie time goodbye god bless god bless god bless god bless god bless
Eva Dahlgren,ung och stolt - live in stockholm/1999,0x6WZv4SzI9Q2eMUfZAs4L,0.000179,0.416,0.675,0.284,0.0656,9.0,0.0,0.662,0.0302,4.0,97.356,-8.107999999999999,iuvensis magnificus mile sum fidem mihi habens vitam persequor jag marken dina skor jag dammet och smutsen ngar vren jag upproret dr friheten bor jag syret andas jag ljuset drmmer allt lever mej ung och stolt jag krigare med tro mej livet vidare arvet frn annan tid mina dror flyter synden jag tar inte mitt liv som ett straff som tunnel evigheten vad utan mej ung och stolt jag krigare med tro mej livet vidare aldrig ett erknnande frrn blicken grumlig och tanken har stelnat jag lgger mej ner att och hmnas med livet det enda givit mej skyll inte mej av mej
Emmure,e,2bfz124kM2s8DwGsZ2Xlcd,5.59e-05,0.54,0.97,0.183,0.00856,2.0,1.0,0.273,0.112,4.0,104.971,-4.99,game play leave chase square friend advice leave glad swear god everyday constant reminder whore liar ghost harlot sad bayside everyday song check track square
2NE1,pretty boy - kr ver.,7suOpCrqZzq013FIxa5rtk,0.112,0.857,0.884,0.731,0.0,11.0,0.0,0.0519,0.142,4.0,120.007,-3.612,hey pretty boy hey lady yeah geu nugudo neom bol saenggak jeoldaero hal eopge neoui nunbicheul humchyeo nae gaseume dameulge wan flow wan dance ttokgateun yeojara chakgakhajima naega nugunde eoridago nal swipge bwatdan keunko dachyeoyo sungan nimameul ppaetneungeon swiwo ije jom deo soljikhage jangnaneun jebal geumanhae igeon sigan munjeya boys boy gon urin seodulleoyahae miryeon nan neukkyeo aswiungeon ohiryeo neoiltenikka ginjang sogeseo hwangholhan yeoyureul neukkyeo nan wake geimeun naega igingeol hey pretty boy neon eodinga bujokhae amureon maeryeogeobsi yeppeujanghagimanhae hey pretty boy neon jogeum deo noryeokhae jom deo namjadapge jom deo gaeseongitge neol babababakkwobwa throw hand air wave care throw hand air wave care jasingameun joha neon tteotthteotae geunde eodinga gabyeowo ttabunhae ganghan maeryeok jebal boyeobwa bad boy soldier type kineun neomu ankeododwae napolleongcheoreom sesangeul samkil nappeun namjacheoreom geopjaengicheoreom sumjima naega pillyohangeon heukgisa hey boy left left siksanghan pretty boy left onjongil neukkyeo misoman jinsireomneun seutaireun bihogam bakkeseon teopeuhan gangster boy jibeseon yeongnageomneun mama boy yakhadi yakhan onsilsok hwacho yeppeunnamjan hanmulgatjyo urin seodulleoyahae miryeon nan motneukkyeo aswiungeon ohiryeo neoiltenikka ginjang sogeseo hwangholhan yeoyureul neukkyeo nan wake geimeun naega igingeol hey pretty boy neon eodinga bujokhae amureon maeryeogeobsi yeppeujanghagimanhae hey pretty boy neon jogeum deo noryeokhae jom deo namjadapge jom deo gaeseongitge neol babababakkwobwa yeppeuneolgul hanamitgo yeoja mam humchijima yeppeuneolgul hanamitgo yeoja mam humchijima namjadeureun malhae yeojan geujeo yeppeumyeon dwae geujeo chakhamyeon doendago urideureun barae namjan namjadawoya hae real hey pretty boy neon eodinga bujokhae amureon maeryeogeobsi yeppeujanghagimanhae hey pretty boy neon jogeum deo noryeokhae jom deo namjadapge jom deo gaeseongitge neol babababakkwobwa throw hand air wave care throw hand air wave care
