id,title,song_count,slug
9269,U2,210,u2
9270,"Ub 40",7,ub-40
9271,"Ub 40 And Chrissy Hynde",1,ub-40-and-chrissy-hynde
9272,UB40,53,ub40
9273,Udo,11,udo
9274,"Udo Jauuml;rgens",44,udo-jauuml-rgens
9275,"Udo Jauuml;rgens Und Jenny",1,udo-jauuml-rgens-und-jenny
9276,"Udo Jauuml;rgens Und Jenny Jauuml;rgens",1,udo-jauuml-rgens-und-jenny-jauuml-rgens
9277,"Udo Lindenberg",20,udo-lindenberg
9278,"Udo Lindenberg And Das Panik Orchester",2,udo-lindenberg-and-das-panik-orchester
9279,"Udo Lindenberg And Pascal",1,udo-lindenberg-and-pascal
9280,"Udo Lindenberg Feat. Freundeskreis",1,udo-lindenberg-feat-freundeskreis
9281,UFO,50,ufo
9282,"Uggla Magnus",10,uggla-magnus
9283,"Ugly Kid Joe",44,ugly-kid-joe
9284,"Ugly Kid Joe (harry Chapin)",1,ugly-kid-joe-harry-chapin
9285,Uhp,4,uhp
9286,Uk,1,uk
9287,Ukw,3,ukw
9288,"Ulla Bastian",2,ulla-bastian
9289,"Ulla Meinecke",1,ulla-meinecke
9290,"Ulla Norden",3,ulla-norden
9291,"Ulli Martin",4,ulli-martin
9292,"Ullman Tracey",1,ullman-tracey
9293,"Ultimate Kaos",2,ultimate-kaos
9294,"Ultimate Sacrifice",8,ultimate-sacrifice
9295,"Ultimus Censor",1,ultimus-censor
9296,Ultra,11,ultra
9297,"Ultra Bra",24,ultra-bra
9298,"Ultra Nate",10,ultra-nate
9299,"Ultraje A Rigor",4,ultraje-a-rigor
9300,Ultravox,5,ultravox
9301,Ulver,36,ulver
9302,"Umberto Tozzi",3,umberto-tozzi
9303,"Umbral Presence",5,umbral-presence
9304,Unanimated,16,unanimated
9305,Unbekannt,80,unbekannt
9306,"Uncle Kracker",19,uncle-kracker
9307,"Uncle Sam",1,uncle-sam
9308,"Uncle Tupelo",42,uncle-tupelo
9309,Undead,22,undead
9310,"Under Black Clouds",8,under-black-clouds
9311,"Under Gravity",3,under-gravity
9312,Undercover,2,undercover
9313,"Underground Kingz",1,underground-kingz
9314,Undertaker,1,undertaker
9315,Underworld,55,underworld
9316,Unhinged,11,unhinged
9317,Unholy,30,unholy
9318,"Unholy Bands From The Holyland",8,unholy-bands-from-the-holyland
9319,Uninvited,1,uninvited
9320,"Union Express",1,union-express
9321,"Union Underground",6,union-underground
9322,"United Balls",2,united-balls
9323,"United Kingdom",6,united-kingdom
9324,"United Youngstars",1,united-youngstars
9325,Unknown,257,unknown
9326,Unleashed,52,unleashed
9327,Unloco,10,unloco
9328,Unlord,10,unlord
9329,UNLV,2,unlv
9330,"Unsung Zeros",9,unsung-zeros
9331,Untitled,1,untitled
9332,Untouchabl(u)es,1,untouchabl-u-es
9333,Untsakad,17,untsakad
9334,"Unwritten Law",22,unwritten-law
9335,"Up With People",1,up-with-people
9336,Upt,2,upt
9337,"Uranium 235",9,uranium-235
9338,"Urban Cookie Collective",1,urban-cookie-collective
9339,"Urban Dance Squad",13,urban-dance-squad
9340,"Ure Midge",2,ure-midge
9341,Urge,3,urge
9342,"Urge Overkill",10,urge-overkill
9343,Urh,8,urh
9344,"Uriah Heep",70,uriah-heep
9345,"Us 3",1,us-3
9346,"Usa For Africa",1,usa-for-africa
9347,"Uschi Bauer",1,uschi-bauer
9348,"Uschi Glas",2,uschi-glas
9349,Used,9,used
9350,"Used Cars",10,used-cars
9351,Usher,57,usher
9352,"Usher And Monica",1,usher-and-monica
9353,"Usher David",7,usher-david
9354,"Usher Usher",1,usher-usher
9355,"Utami Trie",3,utami-trie
9356,"Ute Berling",1,ute-berling
9357,"Ute Freudenberg",1,ute-freudenberg
9358,Utfo,1,utfo
9359,Utopia,50,utopia
9360,"V&#237;a Libre",1,v-237-a-libre
9361,"V. Michael",1,v-michael
9362,V.i.p,3,v-i-p
9363,V.i.p.,2,v-i-p-2
9364,V.i.p.s.,7,v-i-p-s
9365,V.r.p,3,v-r-p
9366,Vader,47,vader
9367,"Vader Abraham",4,vader-abraham
9368,"Valens Richie",1,valens-richie
9369,Valensia,9,valensia
9370,"Valerie Dore",3,valerie-dore
9371,"Valeries Garten",3,valeries-garten
9372,"Valli Frankie",3,valli-frankie
9373,"Value Pac",6,value-pac
9374,"Van Buren Benny",1,van-buren-benny
9375,"Van De Blues",4,van-de-blues
9376,"Van Der Graaf Generator",22,van-der-graaf-generator
9377,"Van Dik Hout",11,van-dik-hout
9378,"Van Halen",74,van-halen
9379,"Van Het Groenewoud Raymond",1,van-het-groenewoud-raymond
9380,"Van Mccoy",1,van-mccoy
9381,"Van Morrison",424,van-morrison
9382,"Van Ronk Dave",1,van-ronk-dave
9383,"Van Veen Herman",13,van-veen-herman
9384,"Vance Gilbert",1,vance-gilbert
9385,Vandals,11,vandals
9386,"Vanden Plas",8,vanden-plas
9387,Vandenberg,16,vandenberg
9388,"Vandross Luther",15,vandross-luther
9389,"Vanelli Gino",1,vanelli-gino
9390,"Vanessa Amorosi",3,vanessa-amorosi
9391,"Vanessa Carlton",13,vanessa-carlton
9392,"Vanessa Paradies",2,vanessa-paradies
9393,"Vanessa Paradis",41,vanessa-paradis
9394,"Vanessa Williams",50,vanessa-williams
9395,Vangelis,51,vangelis
9396,"Vanilla Ice",48,vanilla-ice
9397,"Vannelli Gino",1,vannelli-gino
9398,Vaouml;lkerverstandauml;ndigung,4,vaouml-lkerverstandauml-ndigung
9399,Vapors,9,vapors
9400,Varathron,15,varathron
9401,Various,137,various
9402,"Various Artists",124,various-artists
9403,"Varius Manx",20,varius-manx
9404,"Varnadeau Jeni",9,varnadeau-jeni
9405,Vaselines,9,vaselines
9406,Vast,8,vast
9407,"Vaughan Sarah",1,vaughan-sarah
9408,"Vaughan Stevie Ray",2,vaughan-stevie-ray
9409,"Vaughn Michael",1,vaughn-michael
9410,"Vaya Con Dios",38,vaya-con-dios
9411,"Ved Buens Ende...",15,ved-buens-ende
9412,"Vedder Eddie",2,vedder-eddie
9413,"Vee Bobby",6,vee-bobby
9414,"Veerman Peit",1,veerman-peit
9415,"Veggie Tales",3,veggie-tales
9416,Veggietales,11,veggietales
9417,"Velasquez Jaci",11,velasquez-jaci
9418,"Velasquez Regine",69,velasquez-regine
9419,"Velhas Virgens",1,velhas-virgens
9420,"Velloso Andre Luiz",1,velloso-andre-luiz
9421,Velocipede,1,velocipede
9422,"Velocity Girl",19,velocity-girl
9423,"Veloso Caetano",27,veloso-caetano
9424,"Velvet Chain",22,velvet-chain
9425,"Velvet Empire",12,velvet-empire
9426,"Velvet Underground",61,velvet-underground
9427,Venditti,1,venditti
9428,"Venditti Antonello",17,venditti-antonello
9429,Vengaboys,20,vengaboys
9430,"Veni Domine",15,veni-domine
9431,Vennaskond,5,vennaskond
9432,"Vennersten Cecilia",1,vennersten-cecilia
9433,Venom,60,venom
9434,"Venom X",1,venom-x
9435,"Ventura Fred",1,ventura-fred
9436,"Venturini Fl&#225;vio",2,venturini-fl-225-vio
9437,"Vera Lynn",1,vera-lynn
9438,"Verch And Winkler",1,verch-and-winkler
9439,Verena,2,verena
9440,Veronica,3,veronica
9441,"Veronica Fischer",2,veronica-fischer
9442,Vert,34,vert
9443,"Vertical Horizon",41,vertical-horizon
9444,"Vertiz Pedro Suarez",1,vertiz-pedro-suarez
9445,"Veruca Salt",68,veruca-salt
9446,Verve,52,verve
9447,"Verve Pipe",59,verve-pipe
9448,Vestlandsfanden,1,vestlandsfanden
9449,"Vex Red",8,vex-red
9450,"Vfl Osnabrauuml;ck",1,vfl-osnabrauuml-ck
9451,"Via Dolorosa",6,via-dolorosa
9452,"Viarios Artistas",9,viarios-artistas
9453,"Vic Chesnutt",36,vic-chesnutt
9454,"Vicious Circle",1,vicious-circle
9455,"Vicious Crusade",10,vicious-crusade
9456,"Vicious Rumors",39,vicious-rumors
9457,Vicky,2,vicky
9458,"Vicky Leandros",14,vicky-leandros
9459,"Vico Torriani",6,vico-torriani
9460,"Victims Family",60,victims-family
9461,Victor,7,victor
9462,"Victor Lazlo",1,victor-lazlo
9463,"Victor Scott",1,victor-scott
9464,"Victoria Adams",17,victoria-adams
9465,"Victoria Beckham",18,victoria-beckham
9466,"Video Kids",1,video-kids
9467,Videodrone,9,videodrone
9468,"Vigilantes Of Love",1,vigilantes-of-love
9469,"Vilain Pingouin",20,vilain-pingouin
9470,"Village People",4,village-people
9471,"Villarreal Edwin",4,villarreal-edwin
9472,"Vina Panduwinata",4,vina-panduwinata
9473,"Vince Gill",51,vince-gill
9474,"Vince Vance And The Valiants",1,vince-vance-and-the-valiants
9475,"Vincent Gene",29,vincent-gene
9476,"Vincent Tony",8,vincent-tony
9477,Vini,1,vini
9478,"Vinnie Vincent Invasion",10,vinnie-vincent-invasion
9479,Vinterland,8,vinterland
9480,Vintersorg,15,vintersorg
9481,"Vinton Bobby",3,vinton-bobby
9482,Vinx,13,vinx
9483,"Viola Wills",1,viola-wills
9484,"Violent Dirge",7,violent-dirge
9485,"Violent Femmes",50,violent-femmes
9486,"Violet Hour",9,violet-hour
9487,"Virgin Steele",10,virgin-steele
9488,Virguloides,1,virguloides
9489,Virus,2,virus
9490,"Visaci Zamek",50,visaci-zamek
9491,Visage,5,visage
9492,"Visceral Evisceration",6,visceral-evisceration
9493,"Vision Fields",1,vision-fields
9494,"Vision Of Disorder",1,vision-of-disorder
9495,"Viso G",1,viso-g
9496,"Vital Aggression",4,vital-aggression
9497,"Vitamin 5",8,vitamin-5
9498,"Vitamin C",17,vitamin-c
9499,"Vito Rick",8,vito-rick
9500,Vitro,1,vitro
9501,"Vives Carlos",7,vives-carlos
9502,"Vivian Green",9,vivian-green
9503,Vivid,4,vivid
9504,Vixen,15,vixen
9505,"Vlavianos S",1,vlavianos-s
9506,"V-mann Joe",1,v-mann-joe
9507,"Vnv Nation",2,vnv-nation
9508,"Vof De Kunst",1,vof-de-kunst
9509,Vogues,1,vogues
9510,Voice,11,voice
9511,"Voice Factory",11,voice-factory
9512,"Voice Of The Beehive",1,voice-of-the-beehive
9513,"Voices In Public",8,voices-in-public
9514,"Voices Of Theory",2,voices-of-theory
9515,"Voices That Care",1,voices-that-care
9516,"Voisine Roch",44,voisine-roch
9517,Voivod,35,voivod
9518,"Volker Lechtenbrink",7,volker-lechtenbrink
9519,Volkslied,1,volkslied
9520,Volkstauuml;mlich,1,volkstauuml-mlich
9521,Volksweise,4,volksweise
9522,Volkweise,2,volkweise
9523,Voltaire,10,voltaire
9524,Volumia!,1,volumia
9525,"Vom Text Her Ein Berauuml;hrender Song",1,vom-text-her-ein-berauuml-hrender-song
9526,"Von Groove",1,von-groove
9527,"Von Lauryn Hill",1,von-lauryn-hill
9528,"Von Ra",12,von-ra
9529,"Von: Evita",2,von-evita
9530,Vond,1,vond
9531,"Vonda Shepard",58,vonda-shepard
9532,"Voodoo Glow Skulls",41,voodoo-glow-skulls
9533,Voyager,2,voyager
9534,"Vreeswijk Cornelis",1,vreeswijk-cornelis
